Specified Values,Specified Attribute Names,sfdm2,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"[58.8266479,93.5732521], 0.0, 7.0, 4.0, [7.8149999999999995,16.185000000000002], [7.5,44.5], [-258990.95,440706.95], [-86360.85620000001,198584.5438], [8.830526990999996,54.36478540900001], [0.004748534824999984,0.441235351175], [-0.08355957034,0.33355957034], [-2.6299999999999955,82.63], 0.0, 2.0, [0.32499999999999996,0.675], 1.0, [11.274999999999999,136.725], [-21.836250000000007,364.64875], [7.353579615,7.585874384999999], [-117.14402596999997,439.14402597], [-29.299999999999997,85.3], 1.0, [-0.20245117400000012,2.202451174]","age, hospdead, dzgroup, num.co, edu, scoma, charges, totcst, sps, surv2m, surv6m, hday, dementia, ca, prg2m, dnr, meanbp, pafi, ph, glucose, bun, adls, adlsc",0.0,1.0,1.0,1,1.0,4599,4599,0.5,5.2374391822004384e-05,1,1
"[41.516117550000004,82.05382245], [-25.5,127.5], [543.1,1150.9], 0.0, [10.969999999999999,19.03], [-147039.49000000002,374553.49], [-59820.58750000001,193464.21250000002], [1.7099999999999973,58.290000000000006], 4.0, [-8.426162971,64.824600571], [6.399999999999999,91.6], [-0.04796264650500004,0.601917724505], [-0.053803711045000036,0.391755371045], [-46.510000000000005,50.510000000000005], [0.019999928,0.379999928], [-122.685,146.685], [-57.5,70.5], [43.49999999999999,166.5], [2.599999999999998,49.400000000000006], [5.068124999999981,294.931875], [7.065532455,7.573139545], [220.0,2560.0], 0.0","age, slos, d.time, dzclass, edu, charges, totcst, avtisst, race, sps, aps, surv2m, surv6m, hday, prg2m, dnrday, wblc, hrt, resp, pafi, ph, urine, adls",3.0,0.03125,0.5,1,11.0,4601,4601,0.5,0.0005761183100420483,1,2
"0.0, [0.6999999999999886,235.3], 2.0, [32.5,77.5], [292104.28,902749.72], 4.0, [33.6468098465,62.3531901535], [64.99,109.01], [-0.18154785144500002,0.42953369144500003], [-17.375,19.375], [0.44999979999999995,0.9499998], [-19.375,125.375], [-37.900390619999996,54.099609380000004], [33.85103615,39.14896385], [-17.796875,201.796875], [1.6378433275000002,6.362156672499999], [140.12,161.88], [7.039721925,7.598950074999999], [1.9168945599999998,4.7461914400000005]","sex, slos, num.co, scoma, charges, race, sps, aps, surv2m, hday, prg6m, meanbp, wblc, temp, pafi, alb, sod, ph, adlsc",4.0,1.0,1.0,1,6.0,4640,4640,0.41304347826086957,0.0003142463509320263,1,1
"[50.204087699999995,88.25989229999999], 0.0, 0.0, [-53.0,117.0], [1443.62,1970.38], 4.0, [2.545,21.455], [0.50831543016,1.05149902384], 0.0, 0.0, [0.415,1.085], [0.24,0.76], 0.0, [-99.85499999999999,117.85499999999999], [-67.20007324,68.79992676], [-31.0,191.0], [-11.099999999999998,41.099999999999994], [35.797662,39.796098], [-17.5991004996,21.3989051796], [-2.5022769955000004,3.9021793355], [121.75999999999999,158.24], [-1.06098633,1.06098633]","age, death, sex, slos, d.time, dzgroup, edu, surv2m, dementia, ca, prg2m, prg6m, dnr, dnrday, wblc, hrt, resp, temp, bili, crea, sod, adlsc",3.0,1.0,1.0,1,7.0,4689,4689,0.4782608695652174,0.0003666207427540307,1,1
"[35.8503668,88.7975732], 0.0, 0.0, [3.629999999999999,20.37], 0.0, [20.5,61.5], [534848.6000000001,1298155.4], [18.04,63.96], 4.0, [0.019470215249999978,0.5044555667499999], [-20.04,74.03999999999999], 0.0, [0.564999619,1.234999619], 0.0, [-19.025000000000006,147.025], [41.0,119.0], [6.449999999999999,41.55], [-4.3129640977,8.3129640977], [123.56,150.44], [1945.0,6715.0], [1.443886716,4.556113284]","age, sex, dzgroup, edu, income, scoma, charges, avtisst, race, surv2m, hday, dementia, prg2m, dnr, dnrday, hrt, resp, crea, sod, urine, adlsc",3.0,1.0,1.0,1,12.0,4927,4927,0.45652173913043476,0.0006284927018640526,1,1
"[1196.36,1763.64], 0.0, [4.545,23.455], [110027.39000000001,733394.61], 4.0, [17.5553721635,48.241502836500004], [12.369999999999997,87.63], [-26.195,28.195], 0.0, 0.0, 1.0, [0.605,0.895], [133.75,318.25], [24.944999999999997,77.055], [-55.3007812,86.6992188], [16.450000000000003,69.55], [0.8873977375000002,3.5120162625], [1.0077197370000002,3.341889663]","d.time, dzgroup, edu, charges, race, sps, aps, hday, diabetes, dementia, ca, prg2m, dnrday, meanbp, wblc, resp, alb, adlsc",3.0,1.0,1.0,1,3.0,4982,4982,0.391304347826087,0.00015712317546601315,1,1
"0.0, [-86.7,120.7], [-280.19000000000005,996.19], 0.0, 1.0, 3.0, [25.0,85.0], 1.0, [-38.364999999999995,48.364999999999995], 0.0, [0.569999714,1.0299997140000001], [0.48,1.02], [-119.53,153.53], [85.68,178.32], [118.12,155.88], [200.0,5690.0], 1.0","sex, slos, d.time, dzgroup, num.co, income, scoma, race, hday, dementia, prg2m, prg6m, dnrday, meanbp, sod, urine, adls",3.0,1.0,1.0,1,7.0,5047,5047,0.3695652173913043,0.0003666207427540307,1,1
"[81.5870787,103.0968813], 1.0, [-452.63,580.63], 6.0, 2.0, [-28.999999999999996,28.999999999999996], [-276394.16,283364.16], [-225394.81809999997,230517.82189999998], 4.0, [1.9899999999999984,46.010000000000005], [-0.026127929929999988,0.33411132793], [-46.04,48.04], 1.0, 0.0, [0.43499990499999996,0.764999905], [0.14499990000000001,0.6549999], [44.88999999999999,149.11], [197.419375,434.580625]","age, sex, d.time, dzgroup, dzclass, scoma, charges, totcst, race, aps, surv6m, hday, diabetes, ca, prg2m, prg6m, meanbp, pafi",3.0,1.0,1.0,1,8.0,5167,5167,0.391304347826087,0.00041899513457603507,1,1
"1.0, 1.0, [-72.3,58.6], 0.0, [-10.431225379500003,71.206380307], 0.0","death, hospdead, slos, dzclass, sps, dementia",0.0,1.0,1.0,3,38.1043510928764,9997,5184,0.13043478260869565,0.006148298812019624,859,859
"[56.596407649999996,95.47951235], [-321.1500000000001,793.1500000000001], 6.0, 1.0, [-18.500000000000004,36.5], [-156994.25,161050.25], [-182077.85299999997,185185.107], [-218768.0434607,221918.48292070001], 4.0, [-6.8838789345,35.680753934500004], [-20.08,48.08], [0.511783446915,0.8900720210849999], [0.163758544545,0.6661975094550001], 0.0, [0.004999927999999987,0.394999928], [-0.225,0.225], [38.205,159.79500000000002], [-23.700195309999998,30.299804690000002], [-8.3,40.3], [33.5963266,38.7942934], [0.3450824290000001,6.854136370999999], [-2.8257070951999994,5.2256094352], [116.48,155.52], [3.418266597,8.581733403]","age, d.time, dzgroup, income, scoma, charges, totcst, totmcst, race, sps, aps, surv2m, surv6m, diabetes, prg2m, prg6m, meanbp, wblc, resp, temp, alb, crea, sod, adlsc",3.0,1.0,1.0,1,11.0,5233,5233,0.5217391304347826,0.0005761183100420483,1,1
"[37.43708654999999,99.08713155000001], 0.0, [-84.80000000000001,98.80000000000001], 3.0, [-0.8200000000000003,15.594999999999999], [-33.5,33.5], [-199138.50238129997,162329.63159535], 4.0, [-22.729999999999997,53.89], [0.13415039028000003,0.5997363277200001], 0.0, 2.0, [-5.0,331.6088025026671], [-3.574611665,3.7276782256], [121.48,141.86146607578925]","age, hospdead, slos, num.co, edu, scoma, totmcst, race, aps, surv2m, dementia, dnr, hrt, crea, sod",4.0,0.13168724279835387,0.6666666666666666,1,21.049280000000003,9703,5246,0.32608695652173914,0.0011024432382910807,6,9
"[39.31400685,91.43391315], 0.0, [-85.6,111.6], 1.0, 1.0, 4.0, [-9.5,27.5], [-213633.1103904,241269.1103904], 4.0, 1.0, 1.0, 2.0, [112.645,203.35500000000002], [40.5,169.5], [-17.25,41.25], [35.393125,676.606875], [3.8484278147000004,11.3507909453], [127.12,148.88], [7.130219495,7.568998505], [60.09597648000005,563.90402352], [2.0645019700000002,4.18647463]","age, hospdead, slos, dzgroup, dzclass, num.co, scoma, totmcst, race, diabetes, ca, dnr, meanbp, hrt, resp, pafi, crea, sod, ph, glucose, adlsc",0.0,1.0,1.0,1,1.0,5269,5269,0.45652173913043476,5.2374391822004384e-05,1,1
"[66.20391815,96.81402185], 1.0, 0.0, [-42.3,56.3], [746.75,1253.25], [0.6850000000000005,23.314999999999998], 3.0, [-15.0,15.0], [-209627.15000000002,235635.15000000002], [-157440.6552,171829.58479999998], [-7.400000000000002,25.400000000000002], 4.0, [0.632445067945,0.9913342280549999], [-49.715,51.715], 1.0, 1.0, [0.474999714,1.124999714], [-21.800781250000004,34.19921875], [5.0,155.0], [6.199999999999999,45.8], [32.4014076,39.5985924], [-2.4917248584000005,6.2915295384], [124.32,155.68], [-1390.0,3290.0], 4.0","age, sex, hospdead, slos, d.time, edu, income, scoma, charges, totcst, avtisst, race, surv2m, hday, diabetes, ca, prg2m, wblc, hrt, resp, temp, crea, sod, urine, adls",3.0,1.0,1.0,1,2.0,5286,5286,0.5434782608695652,0.00010474878364400877,1,1
"0.0, [-76.16000000000003,572.1600000000001], 1.0, 4.0, [0.8550000000000004,19.145], [-7.5,25.5], [-178166.4591,182764.38090000002], [-97122.58149580001,101897.1400958], [-11.142207766500002,39.341426566500004], [-8.760000000000005,70.76], [0.565477294645,1.118360595355], 1.0, 1.0, [-23.4023438,60.5976562], [9.799999999999997,60.2], [38.100547399999996,40.899452600000004], [188.0225,469.10249999999996], [-1.5169888234999998,5.5169888235], [7.157192515,7.561557485]","hospdead, d.time, dzclass, num.co, edu, scoma, totcst, totmcst, sps, aps, surv2m, diabetes, dementia, wblc, resp, temp, pafi, alb, ph",3.0,1.0,1.0,1,6.0,5312,5312,0.41304347826086957,0.0003142463509320263,1,1
"[75.9002581,107.3376619], 1.0, 0.0, [-97.0,107.0], [-212.94,556.94], 3.0, [6.885,17.115000000000002], [33.0,77.0], [-1.120000000000001,25.12], 4.0, [-2.8380029280000016,28.838002928], [-29.135,31.135], 1.0, 1.0, [-0.205,0.505], 1.0, [-78.49,76.49], [18.82,119.18], [-55.6015625,76.3984375], [39.5,120.5], [35.85084065,40.14915935], [-15.785,35.785], 7.0, [6.009746092,7.990253908]","age, sex, hospdead, slos, d.time, dzclass, edu, scoma, avtisst, race, sps, hday, dementia, ca, prg6m, dnr, dnrday, meanbp, wblc, hrt, temp, bun, adls, adlsc",3.0,1.0,1.0,1,1.0,5382,5382,0.5217391304347826,5.2374391822004384e-05,1,1
"1.0, 0.0, [-20.69999999999999,220.7], 0.0, 1.0, [9.42,20.58], [14.629999999999999,61.370000000000005], [-3.7269442710000007,69.52381927100001], [0.357852782915,0.736141357085], [-47.245000000000005,51.245000000000005], 0.0, [-0.040000000000000036,0.64], [1.515064103,5.084545297], [-16.726551440600005,19.126453780600002], [-3.4831194316999996,5.4831194317], [-37.90402351999995,465.90402351999995], [5.93901367,8.06098633]","death, hospdead, slos, dzgroup, num.co, edu, avtisst, sps, surv2m, hday, dementia, prg6m, alb, bili, crea, glucose, adlsc",3.0,1.0,1.0,1,5.5,9394,5419,0.3695652173913043,0.00028805915502102414,2,2
"[29.981197399999996,73.0008026], 1.0, 0.0, 0.0, [2.5,71.5], [311385.87,615327.63], [25.700000000000003,50.3], [19.239999999999995,98.76], [0.14380371122000002,0.64818847678], [-0.6900000000000048,126.69], [39.0,231.0], [105.81125,334.18875], [-13.968795397400001,19.3682094574], [-0.41744346850000014,7.8168575285], 0.0","age, death, sex, dzgroup, scoma, totcst, avtisst, aps, surv2m, meanbp, hrt, pafi, bili, crea, adls",3.0,1.0,1.0,1,10.0,5430,5430,0.32608695652173914,0.0005237439182200439,1,1
"0.0, [9.509999999999991,1488.49], 5.0, 3.0, 0.0, [-1.2850000000000001,13.285], [-105051.51999999999,160897.52], 4.0, [0.011892090309999992,0.45807861369], [-0.01961669940000002,0.35958251939999997], [-43.1,45.1], 0.0, 0.0, 1.0, 0.0, [-109.39,119.39], [50.94499999999999,103.055], [43.5,196.5], [33.2948448,38.8926552], [-2.9341660319,4.9341660319], [-228.61603283,474.61603283], [-2090.0,3490.0], [-1.167084963,1.167084963]","hospdead, d.time, dzgroup, dzclass, num.co, edu, totcst, race, surv2m, surv6m, hday, diabetes, dementia, ca, dnr, dnrday, meanbp, hrt, temp, crea, glucose, urine, adlsc",3.0,0.03125,0.5,1,14.0,5435,5435,0.5,0.0007332414855080614,1,2
"1.0, [-94.3,106.3], [-3.625,19.625], [-12.5,12.5], [-247092.6,261778.6], [-194689.2644,204234.2956], [-243080.2457395,254469.0582395], [-1.6799999999999997,37.68], 4.0, [7.707558748499999,48.2924412515], [0.06480346666499998,0.6430822753350001], [-35.485,39.485], 0.0, 0.0, [0.15499999999999997,0.845], 1.0, [56.94499999999999,109.055], [32.44658075,38.944039249999996], [-2.3277758756,3.5277270556], [120.68,137.32], 0.0, [0.5853515599999999,3.41464844]","death, slos, edu, scoma, charges, totcst, totmcst, avtisst, race, sps, surv6m, hday, diabetes, dementia, prg2m, dnr, meanbp, temp, crea, sod, adlp, adlsc",4.0,1.0,1.0,1,5.0,5460,5460,0.4782608695652174,0.0002618719591100219,1,1
"[40.7772771,88.7606829], 0.0, [1516.49,2063.51], 0.0, [4.095,19.905], [25.5,62.5], [-282070.95,417626.95], [10.8257790125,35.5726585875], [0.44439697224999997,0.92938232375], 1.0, 2.0, [-35.8007812,68.1992188], [9.05,54.95], [35.4947666,40.6927334], [10.012499999999989,361.3625], [-0.24475278899999964,5.844362189], [4.323825835,13.473049164999999], [125.75999999999999,162.24], [-2.546367192,2.546367192]","age, hospdead, d.time, dzclass, edu, scoma, charges, sps, surv2m, ca, dnr, wblc, resp, temp, pafi, alb, crea, sod, adlsc",2.0,1.0,1.0,1,7.0,5502,5502,0.41304347826086957,0.0003666207427540307,1,1
"[-42.800000000000004,72.80000000000001], [-324.20000000000005,486.20000000000005], 0.0, 0.0, [6.375,29.625], 3.0, [-15.5,15.5], [-287177.72,323467.72], [-151474.1303,171463.9897], 1.0, [8.280000000000001,53.72], [0.6892968754600001,1.0384863285400001], [0.61781494113,1.01597412087], [-21.785,23.785], 1.0, 0.0, [0.175,0.425], 2.0, [-31.125,61.125], [7.959999999999994,116.04], [-44.900390619999996,59.099609380000004], [7.699999999999999,56.3], [369.663125,870.336875], [130.96,177.04]","slos, d.time, dzgroup, dzclass, edu, income, scoma, charges, totcst, race, aps, surv2m, surv6m, hday, diabetes, dementia, prg6m, dnr, dnrday, meanbp, wblc, resp, pafi, sod",3.0,1.0,1.0,1,7.0,5547,5547,0.5217391304347826,0.0003666207427540307,1,1
"[59.54283645,118.28114355], 0.0, 0.0, 0.0, 2.0, 1.0, [22.0,60.0], [-414093.07999999996,501875.07999999996], [-143838.5912,179099.5288], [-77130.14029595,114781.73409595], [-5.550000000000001,39.55], 1.0, [9.3359038295,36.0625337705], [-13.54,91.53999999999999], [-0.04678466804500003,0.398774414045], [-17.314999999999998,25.314999999999998], 1.0, 2.0, [-119.995,141.995], [88.53999999999999,173.46], [109.5,190.5], [-7.750000000000002,23.75], [35.8008602,40.1991398], [169.34875,573.40125], [-5.8705229242,7.6703276042], [122.16,145.84], [7.2832666150000005,7.515561385], [-39.57,63.57], [-1275.0000000000005,4935.0], 5.0, [2.665830074,7.3341699259999995]","age, death, sex, hospdead, num.co, income, scoma, charges, totcst, totmcst, avtisst, race, sps, aps, surv6m, hday, dementia, dnr, dnrday, meanbp, hrt, resp, temp, pafi, crea, sod, ph, bun, urine, adls, adlsc",3.0,1.0,1.0,1,1.0,5597,5597,0.6739130434782609,5.2374391822004384e-05,1,1
"[48.39279745,90.58510255], 0.0, [2.0,138.0], [1664.71,2333.29], 0.0, 0.0, 1.0, [-0.27000000000000046,10.27], [-36.5,36.5], [-196864.79799999998,426502.422], [9.136370699499999,55.6605043005], [3.239999999999995,82.76], 0.0, 1.0, [0.4399997,1.1599997], 2.0, [78.4,155.6], [-56.7011719,77.2988281], [28.75,51.25], [36.9943756,40.1931244], [-3.1512059753,4.3511571553], [121.12,142.88], [7.3266065949999994,7.593315405], 4.0","age, hospdead, slos, d.time, dzgroup, dzclass, num.co, edu, scoma, charges, sps, aps, dementia, ca, prg6m, dnr, meanbp, wblc, resp, temp, crea, sod, ph, adls",3.0,1.0,1.0,1,5.0,5605,5605,0.5217391304347826,0.0002618719591100219,1,1
"1.0, [-338.85,572.85], 1.0, 1.0, 3.0, [6.505,15.495000000000001], [-125632.03,217856.03], [-130467.7838,179806.0962], [-1.1500000000000021,52.150000000000006], 4.0, [21.54,58.46], 1.0, 0.0, [48.5,195.5], [35.94498165,42.24251835], [-4.132170491500001,5.9319751715], [121.84,146.16], 3.0","death, d.time, dzgroup, dzclass, num.co, edu, charges, totcst, avtisst, race, aps, diabetes, dementia, hrt, temp, crea, sod, adls",2.0,1.0,1.0,1,8.0,5637,5637,0.391304347826087,0.00041899513457603507,1,1
"[-31.900000000000006,161.9], 7.0, 2.0, [-9.5,61.5], [-324837.74,514799.74], [-137535.9388,255055.5012], [-97248.7945934,215496.4821934], [1.9700000000000024,49.53], [-0.16114868133500002,0.417130127335], [-24.93,30.93], 0.0, 2.0, [40.295,111.705], [36.0,234.0], [-14.600000000000001,46.6], [34.5961311,38.7944889], [-188.14402596999997,368.14402597], [-595.0,5795.0], 0.0, [-1.06098633,1.06098633]","slos, dzgroup, num.co, scoma, charges, totcst, totmcst, avtisst, surv6m, hday, ca, dnr, meanbp, hrt, resp, temp, glucose, urine, adls, adlsc",2.0,1.0,1.0,1,6.0,5647,5647,0.43478260869565216,0.0003142463509320263,1,1
"0.0, 0.0, [-58.9,66.9], 1.0, 6.0, [-133669.2773,138611.8827], [-24.75,36.75], [-19.160818630500003,47.1608186305], [0.675489502245,0.988328857755], [-24.100585939999995,33.89941406], [34.8964048,40.4942152], [58.07562499999999,295.236875], [-2.1343613419,5.7339707219], [7.116821375000001,7.762084625], [-12.839999999999996,78.84], 6.0","death, hospdead, slos, dzclass, num.co, totcst, avtisst, sps, surv6m, wblc, temp, pafi, crea, ph, bun, adlp",2.0,1.0,1.0,1,2.0,5648,5648,0.34782608695652173,0.00010474878364400877,1,1
"[35.2150867,89.8168933], 0.0, [-330.98,600.98], 2.0, 1.0, 3.0, [-15.0,15.0], [-145458.15999999997,414300.16], 1.0, [-5.547660775000001,43.946098375000005], [1.6599999999999966,78.34], [0.595816650615,1.168099365385], [-44.57,46.57], [0.664999619,1.134999619], 2.0, [25.875,118.125], [-47.80078125000001,62.19921875000001], [12.649999999999999,51.35], [34.5967176,41.7939024], [104.83000000000001,421.04499999999996], [-4.3810750613,6.7809774013], [122.75999999999999,159.24], [7.149243575,7.450366425], 0.0, [-1.874409183,1.874409183]","age, sex, d.time, dzgroup, dzclass, income, scoma, charges, race, sps, aps, surv2m, hday, prg2m, dnr, dnrday, wblc, resp, temp, pafi, crea, sod, ph, adls, adlsc",3.0,1.0,1.0,1,2.0,5724,5724,0.5434782608695652,0.00010474878364400877,1,1
"1.0, 1.0, [-93.1,121.1], [-470.84000000000003,906.84], 0.0, 2.0, [-10.599999999999998,38.599999999999994], 4.0, [-8.057785591999998,39.456223191999996], [-19.69,35.69], [0.66665771443,1.03524658157], [0.643507080245,0.956346435755], [0.135,0.865], [0.14999999999999997,0.8500000000000001], [10.434999999999995,89.565], [-45.6015625,76.3984375], [-39.500000000000014,167.5], [-7.400000000000002,39.400000000000006], [-1.964999999999975,630.4649999999999], [-1.4619290124000002,3.6616360524], [7.16297919,7.6963968099999995], 7.0, [4.984125972999999,9.015874027]","death, sex, slos, d.time, dzclass, num.co, avtisst, race, sps, aps, surv2m, surv6m, prg2m, prg6m, meanbp, wblc, hrt, resp, pafi, crea, ph, adls, adlsc",3.0,0.03125,0.5,1,21.0,5752,5752,0.5,0.001099862228262092,1,2
"[47.54942665,102.97853335], 1.0, 0.0, [-82.69999999999999,158.7], 2.0, [-23.5,23.5], [72342.23499999999,350955.515], [0.6464955164999999,49.150379483500004], [15.440000000000001,66.56], [0.43779541031,0.88398193369], 0.0, 0.0, 1.0, [-21.04,97.03999999999999], [16.68,109.32], [6.700000000000003,73.3], 1.0, [-0.37928222899999997,2.379282229]","age, death, sex, slos, num.co, scoma, totcst, sps, aps, surv2m, diabetes, dementia, ca, dnrday, meanbp, resp, adls, adlsc",3.0,1.0,1.0,1,2.0,5840,5840,0.391304347826087,0.00010474878364400877,1,1
"[57.3630787,78.8728813], 0.0, 0.0, [-1.1449999999999996,17.145], [24.5,49.5], [-185864.69749999998,263715.8225], [-9.25,52.25], [-1.3332548495000012,51.1301298495], [21.73,74.27], [-50.45,52.45], 0.0, 1.0, [0.27,0.73], 2.0, [22.499999999999986,193.5], [36.7007038,40.2992962]","age, hospdead, dzclass, edu, scoma, totcst, avtisst, sps, aps, hday, dementia, ca, prg6m, dnr, hrt, temp",3.0,0.06092699470458736,0.5714285714285714,1,10.336,7625,5852,0.34782608695652173,0.0005413417138722373,4,7
"1.0, [117.60000000000001,260.4], 0.0, 0.0, [-22.0,22.0], [9.41,70.09], [0.46136230466,0.8784814453400001], [0.19,0.81], [0.375,0.625], [91.21499999999999,286.785], [61.644999999999996,152.35500000000002], [-67.5,78.5], [19.4,44.6], [-2.0721261545,3.0721261545], [-14.526600270600003,21.326404950600004], [125.24,152.76], [7.191767270000001,7.58752873], [-37.3,77.3], 0.0, [-1.9805078160000003,1.9805078160000003]","death, slos, dzgroup, dzclass, scoma, avtisst, surv6m, prg2m, prg6m, dnrday, meanbp, wblc, resp, alb, bili, sod, ph, bun, adls, adlsc",3.0,1.0,1.0,1,2.0,5862,5862,0.43478260869565216,0.00010474878364400877,1,1
"1.0, 1.0, [-91.60000000000001,139.60000000000002], 0.0, 0.0, [-3.2300000000000004,17.23], 3.0, [32.5,89.5], [-134094.69999999998,247558.69999999998], [-52935.576096100005,131868.4510961], [17.7709342975,52.4165657025], [0.06274414112500001,0.30523681687500004], [-16.785,28.785], 0.0, 0.0, [-71.18,91.18], [60.88999999999999,165.11], [23.5,104.5], [-0.3852126321,6.3852126321], [-1.591479495,1.591479495]","death, sex, slos, dzgroup, dzclass, edu, income, scoma, charges, totmcst, sps, surv2m, hday, dementia, dnr, dnrday, meanbp, hrt, crea, adlsc",3.0,1.0,1.0,1,5.0,5863,5863,0.43478260869565216,0.0002618719591100219,1,1
"[44.21833695,94.68364305], 1.0, 0.0, 0.0, [-638.23,800.23], 3.0, [-15.0,15.0], [-323224.62,414638.62], [-84069.5551952,143381.5551952], 1.0, [9.040184937999998,36.756690062000004], [-35.83,67.83], [0.43474609392,1.13312500008], [0.43906982437000003,0.9889086916300001], 1.0, [0.054999928000000003,0.344999928], 0.0, [-74.335,84.335], [122.875,171.125], [35.5,194.5], [2.0500000000000007,47.95], [115.72,150.28], [-26.020000000000003,58.02], [370.0,4240.0], 6.0, [4.125590817,7.874409183]","age, death, sex, hospdead, d.time, income, scoma, charges, totmcst, race, sps, aps, surv2m, surv6m, ca, prg2m, dnr, dnrday, meanbp, hrt, resp, sod, bun, urine, adls, adlsc",3.0,1.0,1.0,1,9.0,5892,5892,0.5652173913043478,0.00047136952639803944,1,1
"[28.9255972,75.25440280000001], [11.299999999999997,184.7], 1.0, [-215933.73000000004,509207.73000000004], 1.0, [10.901715139999997,50.49672246], [-33.980000000000004,65.98], 0.0, 0.0, 1.0, [0.239999905,0.959999905], [-27.460000000000008,223.46], [77.345,206.655], [11.0,125.0], [34.8006647,38.1993353], [0.5750884750000003,5.824325525], [-19.6716007286,22.471405408600003], [0.3123035475,4.8869152125], 7.0","age, slos, num.co, charges, race, sps, hday, diabetes, dementia, ca, prg2m, dnrday, meanbp, hrt, temp, alb, bili, crea, adls",3.0,1.0,1.0,1,5.5,7232,6018,0.41304347826086957,0.00028805915502102414,2,2
"[47.988457499999996,89.35346249999999], 1.0, 0.0, 0.0, 5.0, 3.0, 3.0, [-261930.73000000004,463210.73000000004], [-97833.8075,231436.4325], [19.97,47.03], [-9.884193264500002,52.4779432645], [17.99,62.010000000000005], [0.19101440409499998,0.452906493905], [0.08410034177499998,0.415899658225], 2.0, [-58.0,68.0], [-7.449999999999999,47.45], [33.75107525,39.24892475], [-2.4790874514000016,18.2779155714], [-5.321569524400001,7.1213742044], [108.08,143.92000000000002]","age, death, sex, hospdead, dzgroup, dzclass, income, charges, totcst, avtisst, sps, aps, surv2m, surv6m, dnr, wblc, resp, temp, bili, crea, sod",3.0,1.0,1.0,1,5.0,6055,6055,0.45652173913043476,0.0002618719591100219,1,1
"0.0, [-560.4100000000001,594.4100000000001], 7.0, [23.0,59.0], [-436994.57899999997,504417.141], 1.0, [9.344243778,76.65575622200001], [-0.30219238278,0.39618652338], 1.0, 0.0, [-63.955,79.955], [-35.0,61.0], [-48.5,152.5], [4.349999999999998,55.650000000000006], [-21.6295520818,23.029454421799997], [0.9406054720000001,4.335761728]","hospdead, d.time, dzgroup, scoma, charges, race, sps, surv2m, diabetes, dementia, dnrday, wblc, hrt, resp, bili, adlsc",0.0,1.0,1.0,1,4.5,8375,6066,0.34782608695652173,0.00023568476319901972,2,2
"0.0, [-43.30000000000001,191.3], [1038.29,2395.71], 3.0, [10.66,19.34], [67.0,133.0], [121927.16,527182.84], [2.6613684120000016,73.932381588], [-0.12930175777,0.23928710937], 0.0, 1.0, [0.15499999999999997,0.845], [-29.320000000000007,177.32], [-47.4023438,82.5976562], [56.0,164.0], [5.399999999999999,66.6], [37.000782,40.999218], [270.67625,569.32375], [-2.069481194,5.069481194], [21.848154780199998,41.3471576198], [123.24,150.76], [7.410493495000001,7.849272505]","death, slos, d.time, dzgroup, edu, scoma, totcst, sps, surv2m, dementia, ca, prg6m, dnrday, wblc, hrt, resp, temp, pafi, alb, bili, sod, ph",3.0,1.0,1.0,1,1.0,6077,6077,0.4782608695652174,5.2374391822004384e-05,1,1
"0.0, [111.1,236.9], 0.0, 0.0, 0.0, [236390.06,821591.94], [188168.31,498442.19], [28.900000000000002,78.1], [-1.1658810390000056,64.165881039], [37.54,74.46000000000001], [0.37084106461500005,0.943123779385], [0.35890380813,0.7570629878699999], [-27.869999999999997,33.87], 0.0, 0.0, 1.0, [0.615,0.885], [118.65,229.35], [43.625,188.375], [-13.300781199999996,44.6992188], [9.5,234.5], [-0.12461852499999981,5.124618525], [-11.4365200046,11.8364833846], [-194.89602548,350.89602548], [7200.0,10800.0], 0.0, [-2.228071293,2.228071293]","sex, slos, dzgroup, dzclass, num.co, charges, totcst, avtisst, sps, aps, surv2m, surv6m, hday, diabetes, dementia, ca, prg6m, dnrday, meanbp, wblc, hrt, alb, bili, glucose, urine, adls, adlsc",3.0,1.0,1.0,1,4.0,6104,6104,0.5869565217391305,0.00020949756728801754,1,1
"0.0, [3.1799999999999997,16.82], 0.0, [11.5,70.5], [-217461.5,418627.5], 4.0, [32.28,77.72], [0.106397704855,0.523485107145], [-0.011303710575000014,0.415295410575], [-24.715000000000003,76.715], 2.0, [-50.5,69.5], [15.3,56.7], [-5.269375000000025,460.269375], [-7.462537765,8.262464525], [123.76,144.24], [-1.874409183,1.874409183]","hospdead, edu, income, scoma, charges, race, aps, surv2m, surv6m, hday, dnr, wblc, resp, pafi, bili, sod, adlsc",2.0,1.0,1.0,1,10.0,6166,6166,0.3695652173913043,0.0005237439182200439,1,1
