Specified Values,Specified Attribute Names,sfdm2,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"1.0, 0.0, [-95.7,111.7], 0.0, [-34.0,19.5], 4.0, [-10.431225379500003,61.8296629795], [-29.869999999999997,31.869999999999997], [0.16499999999999998,0.835], [38.485,175.515], [37.0,163.0], [2.2997192800000006,6.49910892], [0.40852050500000003,3.5914794949999997]","death, hospdead, slos, dzclass, scoma, race, sps, hday, prg6m, meanbp, hrt, alb, adlsc",2.0,0.00019869482337892967,0.18181818181818182,1,16.0632064,8892,8505,0.2826086956521739,0.0008413006659113284,2,11
"[3.8139471499999935,50.97005285], 0.0, [-36.2,52.2], [-357444.07999999996,558524.08], [-199138.50238129997,162329.63159535], [-1.299999999999999,23.299999999999997], 0.0, [0.745,1.255], 2.0, [-41.405,139.405], [100.42835011374598,162.0], [7.0767823750000005,7.722045625], [1.3399999999999963,100.66], [-2.0145071922753894,3.1189584572567193]","age, death, slos, charges, totmcst, avtisst, dementia, prg2m, dnr, dnrday, sod, ph, bun, adlsc",4.0,0.670176922268936,0.9230769230769231,1,43.532799999999995,9841,8510,0.30434782608695654,0.0022800039243089524,12,13
"0.0, [-79.30000000000001,62.4], [-33.5,33.5], [-338105.06,378297.62], [1.990000000000002,52.01], [-3.4854414345,45.3296629795], [0.37025390654,0.9253845218750001], 0.0, 0.0, 1.0, [0.5099997140000001,1.089999714], 2.0, [-53.342654811556834,56.660000000000004], [-3.8637077571267415,1.5911524410000002]","death, slos, scoma, charges, avtisst, sps, surv6m, diabetes, dementia, ca, prg2m, dnr, dnrday, adlsc",4.0,0.401877572016461,0.8333333333333334,1,37.21797269583262,9996,8525,0.30434782608695654,0.0019492686847921985,90,108
"0.0, [-33.5,33.5], [-397674.30000000005,471269.11799999996], [-75689.61469999999,88945.5053], [-10.629999999999999,35.7], [-21.325249987770533,59.125], 0.0, 0.0, 2.0, [-46.660000000000004,56.660000000000004], [7.75,104.25], [-42.40002441,43.59997559], [122.03999999999999,155.96], [-2.1927050820000002,2.202451174]","hospdead, scoma, charges, totcst, avtisst, hday, dementia, ca, dnr, dnrday, meanbp, wblc, sod, adlsc",4.0,0.20172747261218202,0.726027397260274,1,29.53365819738449,9968,8534,0.30434782608695654,0.001546807386366967,53,73
"[25.43163974887259,76.56347350000001], 1.0, [182.67999999999995,1479.3200000000002], [0.995000000000001,23.005], [-180957.81,558524.08], [-3.4854414345,36.849754763291315], 1.0, 2.0, [27.519999999999996,166.48000000000002], [-52.80078125,76.39941406], [-3.599999999999998,39.599999999999994], [35.2948448,37.5993744], [-0.601552641,2.510673927]","age, death, d.time, edu, charges, sps, ca, dnr, meanbp, wblc, resp, temp, adlsc",4.0,0.5062822941801043,0.8727272727272727,1,32.08151239495437,9993,8537,0.2826086956521739,0.0016802497004158306,48,55
"0.0, [2.6850000000000005,25.314999999999998], [57.0,121.0], 4.0, [-9.414567715500006,47.008317715500006], [-25.18,57.18], [0.307061767775,0.638861084225], 0.0, 0.0, [-68.7,152.7], [-7.690000000000005,119.69], [-21.90039062,32.099609380000004], [-9.0,213.0], [27.4,52.6], [-0.7745636350000003,6.574368235], [123.52,148.48], [-2.581733403,2.581733403]","hospdead, edu, scoma, race, sps, aps, surv6m, diabetes, dementia, dnrday, meanbp, wblc, hrt, resp, alb, sod, adlsc",3.0,0.013168724279835387,0.6666666666666666,1,4.0,8543,8543,0.3695652173913043,0.00020949756728801754,0,0
"0.0, 3.0, 0.0, [2.6850000000000005,25.314999999999998], [57.0,121.0], [-9.414567715500006,47.008317715500006], [-25.18,57.18], [0.3964965825500001,0.68748779345], [0.307061767775,0.638861084225], 0.0, 0.0, [-68.7,152.7], [-7.690000000000005,119.69], [-21.90039062,32.099609380000004], [-9.0,213.0], [27.4,52.6], [-0.7745636350000003,6.574368235], [123.52,148.48], [-2.581733403,2.581733403]","hospdead, dzclass, num.co, edu, scoma, sps, aps, surv2m, surv6m, diabetes, dementia, dnrday, meanbp, wblc, hrt, resp, alb, sod, adlsc",3.0,0.013168724279835387,0.6666666666666666,1,4.0,8543,8543,0.41304347826086957,0.00020949756728801754,0,0
"[37.43708654999999,99.08713155000001], [-73.80000000000001,109.80000000000001], [-1.92,17.92], [-397674.30000000005,492850.30000000005], [-178767.92880000002,182162.9112], [-22.2421314965,48.0390064965], 0.0, 2.0, [-46.660000000000004,56.660000000000004], [42.379999999999995,159.94529664961422], [-27.950004580000005,28.049995420000002], [-42.5,176.5], [13.6,42.4], [2.0799756160000005,5.794514779], [-2.1927050820000002,2.202451174]","age, slos, edu, charges, totcst, sps, dementia, dnr, dnrday, meanbp, wblc, hrt, resp, alb, adlsc",4.0,0.1950471552173071,0.7211538461538461,1,36.447691018619416,9996,8552,0.32608695652173914,0.0019089256504165235,150,208
"1.0, 1.0, [-575.71,781.71], 3.0, [-32.0,32.0], [-73634.71999999997,537010.72], [-19182.805000000022,316419.55500000005], [-37690.86739114998,381672.11739115], [-2.530000000000001,58.53], [0.53550781234,0.96229492166], [0.409222412075,0.930621337925], [-42.835,46.835], 0.0, 1.0, [-50.5,73.5], [-10.600000000000001,50.6], [-5.6875384576,7.487343137599999], [140.04,157.96], [7.22204127,7.617802729999999], [-86.42401861999997,312.42401861999997], [-29.615000000000002,71.61500000000001], 1.0, [-0.16708496299999998,2.1670849629999998]","death, hospdead, d.time, income, scoma, charges, totcst, totmcst, aps, surv2m, surv6m, hday, dementia, ca, wblc, resp, crea, sod, ph, glucose, bun, adls, adlsc",2.0,1.0,1.0,1,11.0,8556,8556,0.5,0.0005761183100420483,1,1
"1.0, [-72.3,58.6], [-183224.2459,203035.0741], 0.0, 0.0, [74.625,219.375], [0.1953125,86.1953125], [4.0,196.0], [-56.75999999999999,80.75999999999999]","death, slos, totcst, dementia, dnr, meanbp, wblc, hrt, bun",0.0,0.5430719387136673,0.8850574712643678,1,39.5899500925142,9965,8575,0.1956521739130435,0.0020734995583589376,77,87
"1.0, 0.0, 0.0, [-373082.39999999997,390224.39999999997], 4.0, 1.0, [-119.08,117.08], [-9.5,137.5], [-0.6999999999999993,40.7], [1.8776235555,4.9221810445], [-3.5643036679,7.9637177279], [2.9785498390000003,6.585903361000001]","sex, hospdead, dzgroup, charges, race, ca, dnrday, hrt, resp, alb, crea, adlsc",3.0,0.0024299999999999994,0.3,1,14.225984,9717,8582,0.2608695652173913,0.0007450772600695652,3,10
"[182.67999999999995,1479.3200000000002], [6.08,25.92], [378297.62,416737.1514881597], 0.0, 0.0, 2.0, [-72.095,116.095], [-52.80078125,67.19921875], [-5.5704740942,6.8572055116], [7.10159213,7.738251869999999]","d.time, edu, charges, dementia, ca, dnr, dnrday, wblc, crea, ph",4.0,0.1,1.0,1,28.8,8589,8589,0.21739130434782608,0.0015083824844737263,0,0
"1.0, [182.67999999999995,1479.3200000000002], [6.08,25.92], 0.0, 0.0, 2.0, [-72.095,116.095], [-52.80078125,67.19921875], [-5.5704740942,6.8572055116], [875.0,3485.0], [-2.6170996140000002,2.6170996140000002]","death, d.time, edu, dementia, ca, dnr, dnrday, wblc, crea, urine, adlsc",4.0,1.0,1.0,1,38.132243456,9796,8589,0.2391304347826087,0.0019971530598166063,13,13
"[37.43708654999999,99.08713155000001], 0.0, 0.0, 2.0, [3.995000000000001,26.005], [-127700.62,201569.62], [-22.2421314965,48.0390064965], [0.37025390654,0.8400427243349999], 0.0, 0.0, 1.0, [0.49999990499999997,1.199999905], [-46.660000000000004,56.660000000000004], [-37.5,157.5], [13.6,42.4], [34.54974985,41.247130150000004], [2.0799756160000005,7.119243184]","age, death, hospdead, dzgroup, edu, totcst, sps, surv6m, diabetes, dementia, ca, prg2m, dnrday, hrt, resp, temp, alb",4.0,0.13168724279835387,0.6666666666666666,1,17.699840000000002,9881,8600,0.3695652173913043,0.0009270183553467862,6,9
"[37.43708654999999,99.08713155000001], 1.0, 0.0, [348.76,1321.24], 0.0, [1.08,20.92], 0.0, 0.0, [-46.660000000000004,56.660000000000004], [-52.80078125,67.19921875]","age, death, hospdead, d.time, dzgroup, edu, diabetes, dementia, dnrday, wblc",4.0,0.095367431640625,0.625,1,21.305109897216,9925,8603,0.21739130434782608,0.0011158421735676543,10,16
"0.0, 0.0, [-116.1,132.1], [67.63999999999999,1526.3600000000001], 1.0, 4.0, [3.9399999999999995,20.060000000000002], [-133321.5111,145291.76890000002], [-46.775,48.775], 0.0, 2.0, [-54.730000000000004,70.73], [69.5,186.5], [14.899999999999999,49.1], [33.7994566,38.9974234], [-4.315154958100001,6.1149596381], [130.04,147.96], [-23.515,39.515], 0.0, 0.0","sex, hospdead, slos, d.time, dzgroup, num.co, edu, totcst, hday, dementia, dnr, dnrday, hrt, resp, temp, crea, sod, bun, adlp, adls",2.0,0.03125,0.5,1,17.5,8606,8606,0.43478260869565216,0.0009165518568850767,1,2
"1.0, 1.0, 0.0, [182.67999999999995,707.94], 1.0, [0.330181884675,1.10428955087], 1.0, 0.0, 1.0, [27.889999999999993,132.11], [-5.5704740942,6.8572055116], [-0.707651274,2.510673927]","death, sex, hospdead, d.time, dzgroup, surv2m, diabetes, dementia, ca, meanbp, crea, adlsc",1,0.0,0.0,1,22.144,8619,8619,0.2608695652173913,0.001159778532506465,0,7
"[3.4476979000000014,38.1943021], 0.0, [-86.4,124.4], [4.234999999999999,23.765], 1.0, [-25.5,25.5], [9.523328,43.143328000000004], 4.0, [-8.404442898500001,49.9981928985], [0.66108154319,1.1848657228100001], [0.7432177734800001,1.04657714852], 0.0, 1.0, [0.634999714,0.9649997140000001], 2.0, [-23.0,163.0], [4.75,45.25], [276.24875,504.62625], [126.92,155.08], [7.19887715,7.80112285], [-2080.0,3680.0]","age, hospdead, slos, edu, income, scoma, avtisst, race, sps, surv2m, surv6m, dementia, ca, prg2m, dnr, hrt, resp, pafi, sod, ph, urine",3.0,1.0,1.0,1,25.0,8622,8622,0.45652173913043476,0.0013093597955501097,1,1
"0.0, [-115.69999999999999,125.69999999999999], 6.0, 2.0, 2.0, [2.08,21.92], [-193123.1126,199468.3274], [-10.45,26.45], 4.0, [-25.729999999999997,63.73], [-0.233505248625,0.477493286625], 0.0, 0.0, [-81.025,85.025], [30.5,129.5], [33.4010166,38.5989834], [31.999374999999986,585.375625], [-1.0873546625,3.4872570025], [7.185649455,7.693256545000001], [-42.89500000000001,88.89500000000001], 5.0","hospdead, slos, dzgroup, dzclass, num.co, edu, totcst, avtisst, race, aps, surv6m, dementia, ca, dnrday, hrt, temp, pafi, crea, ph, bun, adlp",2.0,1.0,1.0,1,18.0,8631,8631,0.45652173913043476,0.0009427390527960789,1,1
"[379.5,1392.5], [-8.400000000000002,24.400000000000002], 0.0, 2.0, [-63.715,75.715]","d.time, avtisst, dementia, dnr, bun",4.0,0.32199124948253766,0.7972027972027972,1,31.617291906700252,9968,8636,0.10869565217391304,0.001655936434672207,114,143
"1.0, 0.0, 0.0, [-373082.39999999997,390224.39999999997], 4.0, [-4.98,48.980000000000004], [-0.2531390149254658,0.6748828126299999], 0.0, 0.0, 1.0, 0.0, [-67.11,73.11], [12.485,149.515], [19.999999999999986,188.0], [7.350000000000001,40.65]","death, sex, hospdead, charges, race, aps, surv6m, diabetes, dementia, ca, dnr, dnrday, meanbp, hrt, resp",3.0,1.6935087808430282e-05,0.1111111111111111,1,21.546560000000003,8861,8638,0.32608695652173914,0.001128487975856327,1,9
"[18.652466499999996,87.5220937], [-79.30000000000001,52.2], [1080.63,2606.75], [-33.5,33.5], 1.0, [-4.888941342999999,41.665881039000006], 0.0, 2.0, [-46.660000000000004,56.660000000000004], [27.519999999999996,166.48000000000002], [-13.203125,76.39941406], [46.0,331.6088025026671], [35.2948448,40.8926552], [-126.75562500000001,461.755625], [-19.642576217,21.242429737000002], [120.88,147.12], [-0.601552641,2.3158306273606004]","age, slos, d.time, scoma, race, sps, diabetes, dnr, dnrday, meanbp, wblc, hrt, temp, pafi, bili, sod, adlsc",4.0,1.0,1.0,1,26.333333333333332,9753,8642,0.3695652173913043,0.0013791923179794488,3,3
"0.0, [-68.7,104.7], [-347.59,523.5899999999999], 1.0, 2.0, [-24.0,24.0], [-193932.415991,232538.415991], 4.0, [-5.292441251500001,35.2924412515], [-31.729999999999997,57.73], [0.47695312510000004,1.0589355469], [0.306597900425,0.733197021575], [-32.075,34.075], 0.0, 0.0, [0.624999714,0.9749997140000001], 2.0, [-37.35,73.35], [75.435,154.565], [-12.101562500000004,43.8984375], [35.4012121,41.5987879], [101.55625,365.06875], [-1.3373183874999999,6.5365371875], [115.56,158.44], [7.17274419,7.70616181], [-25.440014699999978,289.4400147], [-28.379999999999995,40.379999999999995]","sex, slos, d.time, num.co, income, scoma, totmcst, race, sps, aps, surv2m, surv6m, hday, diabetes, dementia, prg2m, dnr, dnrday, meanbp, wblc, temp, pafi, alb, sod, ph, glucose, bun",3.0,1.0,1.0,1,24.0,8645,8645,0.5869565217391305,0.0012569854037281052,1,1
"0.0, [7.149999999999999,22.85], [-22.5,23.5], 2.0, [-11.050000000000004,67.05000000000001], [0.28766601602,0.9323046879800001], 0.0, 0.0, [20.0,140.0], [-14.7105510742,16.1104534142], [-74.68801518999999,250.68801519], [3900.0,10650.0]","sex, edu, scoma, race, aps, surv6m, diabetes, ca, hrt, bili, glucose, urine",4.0,0.1,1.0,1,7.0,8647,8647,0.2608695652173913,0.0003666207427540307,0,0
"[61.75065789999999,96.4972621], 1.0, 0.0, [-151402.582,165203.418], 0.0, [-0.170000072,0.569999928], [-11.428784181200001,57.888280499755695], [-2380.0,3470.0], 1.0","age, death, hospdead, totcst, ca, prg2m, bili, urine, adls",0.0,0.03988191572306397,0.8320610687022901,1,22.92278086424166,8657,8657,0.1956521739130435,0.001200566706633737,0,0
"1.0, 1.0, [-310.33000000000004,520.33], 2.0, [-282964.152,429455.52800000005], [-133753.16749999998,233509.79249999998], [12.84,34.16], 1.0, [-8.1405689965,62.1405689965], [0.11678344760499992,0.657142334395], [-25.459999999999997,27.459999999999997], 0.0, 1.0, [0.05999985699999999,0.739999857], 2.0, [66.0,246.0], [34.594923,40.592577], [-50.060625000000016,485.748125], [-12.909014133600001,13.5089897136], [120.44,157.56], [7.263081045000001,7.615824955], 5.0, [3.58535156,6.414648440000001]","death, sex, d.time, dzgroup, charges, totcst, avtisst, race, sps, surv6m, hday, diabetes, dementia, prg2m, dnr, hrt, temp, pafi, bili, sod, ph, adls, adlsc",3.0,1.0,1.0,1,16.0,8661,8661,0.5,0.0008379902691520701,1,1
"[9.924137550000001,50.461842450000006], [-35.39999999999999,107.39999999999999], 3.0, 0.0, 0.0, 2.0, [-16.92,56.92], [0.43779785192000004,1.13617675808], 0.0, [0.5549995999999999,1.2449996], [-80.235,152.235], [66.38,197.62], [-35.9023438,84.0976562], [-0.3000000000000007,48.3], [-20.357039642800004,21.156966402800002], [-3.474758145,5.674465185], 0.0, [-1.7329443390000001,1.7329443390000001]","age, slos, dzclass, num.co, income, race, aps, surv2m, dementia, prg6m, dnrday, meanbp, wblc, resp, bili, crea, adls, adlsc",3.0,1.0,1.0,1,9.0,8667,8667,0.391304347826087,0.00047136952639803944,1,1
"[79.99941865,82.91193594448018], 0.0, [-90.9,102.9], 0.0, [-84206.00420000001,93093.3558], [-192560.7215916,205478.7215916], [-11.1405689965,59.1405689965], [1.3999999999999986,86.6], [0.44189697261,0.69408935539], [0.197606201305,0.5483654786950001], [-21.05,23.05], 0.0, 0.0, 1.0, [-96.94,94.94], [-36.10058594,49.89941406], [58.5,211.5], [-10.2,22.2], [128.56,155.44], [7.161333555,7.496870445]","age, death, slos, income, totcst, totmcst, sps, aps, surv2m, surv6m, hday, diabetes, dementia, ca, dnrday, wblc, hrt, resp, sod, ph",3.0,0.1,1.0,1,2.5,8676,8676,0.43478260869565216,0.00013093597955501096,0,0
"0.0, [-87.9,105.9], [379.5,992.6623196920204], [-439150.30000000005,378297.62], [-8.400000000000002,24.400000000000002], [0.6588159176099999,0.91100830039], 0.0, 1.0, [0.759999771,1.2199997710000001], 2.0, [-63.715,75.715], [-2.0145071922753894,1.5911524410000002]","death, slos, d.time, charges, avtisst, surv2m, dementia, ca, prg2m, dnr, bun, adlsc",4.0,0.3411077401491926,0.8064516129032258,1,37.5763595605617,9955,8690,0.2608695652173913,0.001968038978869379,25,31
"0.0, [-379.1,1039.1], 0.0, 0.0, [4.18,17.82], 1.0, [-138028.14,192738.14], [-71862.16440000001,105437.1956], [3.4841841144999997,40.109565885500004], [-21.990000000000002,75.99000000000001], [-18.665000000000003,38.665000000000006], 1.0, [0.25,0.75], [0.17999990000000002,0.6199999], [-56.885000000000005,64.885], [-42.400390619999996,59.599609380000004], [51.0,159.0], [-13.299999999999997,53.3], [34.097740200000004,38.4960198], [-0.2848260169999999,7.484044816999999], [-5.7790306909,7.578835370899999], [119.28,148.72], [4.418266597000001,9.581733403]","hospdead, d.time, dzgroup, num.co, edu, income, charges, totcst, sps, aps, hday, ca, prg2m, prg6m, dnrday, wblc, hrt, resp, temp, alb, crea, sod, adlsc",3.0,1.0,1.0,1,16.0,8692,8692,0.5,0.0008379902691520701,1,1
"[-79.3,87.3], [348.76,2606.75], 3.0, [-33.5,33.5], [-5.550000000000001,55.672305015071494], [0.38150390603999995,1.0022851559600001], [-33.545,35.545], 0.0, 0.0, [11.0,155.0], [103.75999999999999,140.24]","slos, d.time, num.co, scoma, avtisst, surv2m, hday, diabetes, dementia, hrt, sod",4.0,0.1615055828898457,0.6944444444444444,1,31.457729859380805,9925,8719,0.2391304347826087,0.0016475794694859771,25,36
"[46.329637049999995,95.14034294999999], [-79.3,87.3], [348.76,2606.75], 3.0, [-33.5,33.5], [-5.550000000000001,55.672305015071494], [0.38150390603999995,1.0022851559600001], [-33.545,35.545], 0.0, 0.0, [-46.8007812,67.19921880000001], [11.0,155.0], [87.57549034888379,140.24]","age, slos, d.time, num.co, scoma, avtisst, surv2m, hday, diabetes, dementia, wblc, hrt, sod",4.0,0.22301350200402018,0.7407407407407407,1,36.486093601929966,9925,8719,0.2826086956521739,0.0019109369623618072,20,27
"[37.114937149999996,84.27104285000001], 0.0, 7.0, [87.0,113.0], [-307621.06,379355.06], 1.0, 0.0, 0.0, [-103.85499999999999,113.85499999999999], [-63.8007812,84.1992188], [-8.0,148.0], [-6.350000000000001,50.35], [33.64490345,39.54259655], [-3.0239556848,7.2231744448], [7.2328080450000005,7.585551955], [12.215,63.785]","age, hospdead, dzgroup, scoma, charges, race, dementia, dnr, dnrday, wblc, hrt, resp, temp, crea, ph, bun",3.0,1.0,1.0,1,3.0,8722,8722,0.34782608695652173,0.00015712317546601315,1,1
"1.0, 0.0, 0.0, [-97.2,127.2], 2.0, [0.4734306375000017,74.7140693625], [20.5,91.5], [0.050148925885,0.44783691411500004], [-0.25,0.25], 0.0, [-83.87,85.87], [16.189999999999998,81.81], [81.0,177.0], [37.24427785,39.94322215], [1.5799756160000005,6.619243184], [-11.0235019694,16.0235019694], [-4.7959973943,8.1958997343], [128.76,165.24], [7.21278319,7.7462008099999995], [1.4292431929999998,4.046342807]","death, sex, hospdead, slos, num.co, sps, aps, surv2m, prg2m, dnr, dnrday, meanbp, hrt, temp, alb, bili, crea, sod, ph, adlsc",4.0,1.0,1.0,1,18.0,8724,8724,0.43478260869565216,0.0009427390527960789,1,1
"[-49.3,83.3], 1.0, 4.0, [3.545,22.455], [-391727.19,511519.19], [13.739403637999997,41.455908762], [0.47283447307000004,0.83307373093], [-75.25,109.25], [3.1000000000000014,40.9], [39.1225,495.8775], [-0.2772085954999999,5.077013195499999], [-10.6220504788,12.0219528188], [120.72,139.28], [7.24273476,7.65570324], [-31.795,61.795], [5.0,2345.0], 1.0, 0.0","slos, dzgroup, num.co, edu, charges, sps, surv6m, dnrday, resp, pafi, alb, bili, sod, ph, bun, urine, adlp, adls",3.0,1.0,1.0,1,12.0,8725,8725,0.391304347826087,0.0006284927018640526,1,1
"[53.120847299999994,97.7950527], 0.0, 0.0, 0.0, 0.0, 0.0, [6.11,17.89], 1.0, [5.253120424999999,54.746879575], [38.25,73.75], [0.239691162525,0.8701721194750001], [0.2523559566,0.6315551754000001], [-35.715,65.715], 0.0, [91.155,154.845], [-210.86375000000004,368.86375000000004], [-0.6219735645000002,6.6219735645], [7.2018557,7.718066299999999], 0.0, [-1.76831055,1.76831055]","age, death, sex, hospdead, dzclass, num.co, edu, income, sps, aps, surv2m, surv6m, hday, dnr, meanbp, pafi, alb, ph, adls, adlsc",3.0,1.0,1.0,1,7.0,8726,8726,0.43478260869565216,0.0003666207427540307,1,1
"0.0, [-95.7,111.7], [4.715,19.285], [-152586.9062,-98686.26386742925], [-14.419999999999998,55.672305015071494], [-14.11,59.125], [0.13499999999999998,0.46499999999999997], 2.0, [-46.660000000000004,56.660000000000004], [-9.7930992172,11.592903897200001]","sex, slos, edu, totcst, avtisst, hday, prg6m, dnr, dnrday, bili",4.0,0.012143640223053207,0.6559485530546624,1,20.885129025555294,8730,8730,0.21739130434782608,0.0010938459308375496,0,0
"0.0, 0.0, [-32.4,76.4], [-40.01999999999998,1054.02], 0.0, 0.0, 3.0, [1.1499999999999986,22.85], [-438069.75,516063.75], [0.6030212397749999,0.934820556225], [-41.629999999999995,43.629999999999995], 1.0, 0.0, 1.0, 2.0, [-77.63000000000001,121.63000000000001], [15.715000000000003,110.285], [173.0,227.0], [55.5,256.5], [17.15,46.85], [-1.2703391291000001,3.6702414691000005], 2.0, 0.0","death, hospdead, slos, d.time, dzgroup, dzclass, num.co, edu, charges, surv6m, hday, diabetes, dementia, ca, dnr, dnrday, meanbp, wblc, hrt, resp, crea, adlp, adls",2.0,1.0,1.0,1,18.0,8766,8766,0.5,0.0009427390527960789,1,1
"0.0, 1.0, [1599.0596723343347,2606.75], [-33.5,33.5], [-338105.06,378297.62], 0.0, 0.0, 1.0, [0.6599999999999999,1.089999714], 2.0, [-53.342654811556834,56.660000000000004], [46.0,142.0], [33.7978575,38.795902500000004], [-5.5704740942,7.9703764342]","death, sex, d.time, scoma, charges, diabetes, dementia, ca, prg2m, dnr, dnrday, hrt, temp, crea",4.0,0.534824985896467,0.8823529411764706,1,34.454594980249595,9996,8770,0.30434782608695654,0.0018045384575640577,15,17
"[-4.079203400000004,52.1772034], 1.0, [-528.1500000000001,586.1500000000001], 1.0, [-0.170000072,0.569999928], 2.0, [-133.53,142.53], [56.155,119.845], [1.9999999999999964,58.0], [-11.428784181200001,28.8272216812], [7.234131250000001,7.66430675], 7.0, [4.302421872,7.697578128]","age, death, d.time, dzclass, prg2m, dnr, dnrday, meanbp, wblc, bili, ph, adls, adlsc",0.0,0.1,1.0,1,13.0,8781,8781,0.2826086956521739,0.000680867093686057,0,0
"[36.7350467,91.3368533], 0.0, [-20.299999999999997,78.3], [-458.1500000000001,656.1500000000001], 5.0, 3.0, [-0.7650000000000006,18.765], [18.0,70.0], [-9259.589996249997,168436.58999625], 4.0, [-3.8200000000000003,55.82], [-0.030454101159999997,0.50042480516], 1.0, 0.0, 1.0, [-3.480000000000004,135.48000000000002], [-52.4003906,73.5996094], [34.3014467,41.6985533], [155.135625,409.864375], [124.44,145.56], [7.1585157200000005,7.64031228], [-16.379999999999995,52.379999999999995], [-1405.0,4265.0], 0.0, [-2.157338871,2.157338871]","age, sex, slos, d.time, dzgroup, dzclass, edu, scoma, totmcst, race, aps, surv6m, diabetes, dementia, ca, meanbp, wblc, temp, pafi, sod, ph, bun, urine, adls, adlsc",1.0,1.0,1.0,1,17.0,8792,8792,0.5434782608695652,0.0008903646609740746,1,1
"[-79.30000000000001,62.4], [3.785,20.215], [-22.37996128599224,25.0], [-439150.30000000005,378297.62], 0.0, 1.0, [0.759999771,1.2199997710000001], 2.0, [44.499999999999986,215.5], [5.9756249999999795,506.649375], [32.935,115.065]","slos, edu, scoma, charges, dementia, ca, prg2m, dnr, hrt, pafi, bun",4.0,0.14539335680000004,0.68,1,39.40817600087898,9790,8794,0.2391304347826087,0.0020639792508605455,17,25
"[35.11212755,75.64983245], 1.0, 0.0, 0.0, 1.0, [-373082.39999999997,390224.39999999997], [9.446656,43.886656], [-9.439999999999998,81.44], 1.0, [-67.11,73.11], [19.75,60.25], [-11.122019958800001,11.5219833388], [7.192261125,7.407348875]","age, death, sex, hospdead, dzclass, charges, avtisst, aps, ca, dnrday, resp, bili, ph",4,1.0,1.0,1,37.0,9900,8796,0.2826086956521739,0.0019378524974141623,3,3
"1.0, 0.0, [1140.58,1829.42], 0.0, 0.0, 1.0, [5.77,26.23], 0.0, [15929.079999999987,372138.92000000004], [40751.375,199054.375], [-6.43,53.43], 4.0, [16.846028646500002,45.5524089535], [-0.015130615275000037,0.601068115275], 0.0, 0.0, 2.0, [0.664999619,1.134999619], [14.495000000000005,121.505], [-43.6015625,71.08705936054128], [43.5,208.5], [-48.606875,592.606875], [-8.235050204,10.634952544], [-2.5810262313,8.581026231300001], [3.913393551,8.086606449]","sex, hospdead, d.time, dzgroup, dzclass, num.co, edu, income, charges, totcst, avtisst, race, sps, surv6m, diabetes, dementia, ca, prg2m, dnrday, wblc, hrt, pafi, bili, crea, adlsc",3.0,0.1,1.0,1,3.5,8799,8799,0.5434782608695652,0.00018331037137701535,0,0
"0.0, [1140.58,1829.42], 0.0, 1.0, [5.77,26.23], [15929.079999999987,372138.92000000004], [40751.375,199054.375], [-6.43,53.43], 4.0, [16.846028646500002,45.5524089535], [-0.015130615275000037,0.601068115275], 0.0, 0.0, 2.0, [0.664999619,1.134999619], [14.495000000000005,121.505], [21.224999999999994,88.775], [-43.6015625,64.3984375], [43.5,208.5], [-48.606875,592.606875], [-8.235050204,10.634952544], [-2.5810262313,8.581026231300001], [3.913393551,6.869095966717671]","hospdead, d.time, dzclass, num.co, edu, charges, totcst, avtisst, race, sps, surv6m, diabetes, dementia, ca, prg2m, dnrday, meanbp, wblc, hrt, pafi, bili, crea, adlsc",3.0,0.1,1.0,1,3.5,8799,8799,0.5,0.00018331037137701535,0,0
"[1064.5,2077.5], 3.0, [3.4749999999999996,20.525], 3.0, [-8.823444362499998,65.4171943625], [0.47689575178499993,1.131014404215], 0.0, 0.0, 1.0, [-0.312000006,0.327999994], 2.0, [-68.685,200.685], [-55.8007812,76.1992188], [47.5,212.5], [0.9499999999999957,63.050000000000004], [-8.9495746598,10.5494281798], [5.4136154879,12.1840407521], [117.48,156.52], [7.0508111300000005,7.687470869999999], 0.0","d.time, num.co, edu, income, sps, surv6m, diabetes, dementia, ca, prg6m, dnr, dnrday, wblc, hrt, resp, bili, crea, sod, ph, adls",0,0.1,1.0,1,4.5,8801,8801,0.43478260869565216,0.00023568476319901972,0,0
"0.0, 1.0, 0.0, [-108.69999999999999,132.7], 0.0, 1.0, [0.995000000000001,23.005], 3.0, [13.0,61.0], [-73341.02749625,104355.15249625], [5.790000000000001,31.21], [0.07317626927999998,0.53876220672], [-21.785,23.785], 1.0, [77.08500000000001,136.915], [-23.5,60.5], [-30.5,170.5], [-12.95,32.95], [32.3998085,39.3970715], [-4.057644961599999,5.4575473016], [129.04,146.96], [28.33597893000004,479.66402107], [-40.03,86.03], [-685.0,4265.0], [-1.697578128,1.697578128]","death, sex, hospdead, slos, dzgroup, num.co, edu, income, scoma, totmcst, avtisst, surv2m, hday, dnr, meanbp, wblc, hrt, resp, temp, crea, sod, glucose, bun, urine, adlsc",2.0,0.1,1.0,1,6.0,8809,8809,0.5434782608695652,0.0003142463509320263,0,0
