Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time 
3666,0,0.6143260869565215,976,1000,12,1,3325.0,0,0,0,0,0,11.85991096496582,5.814902067184448,2.599172353744507,1.3595843315124512,0.055954933166503906,0.031197547912597656
3667,0,0.6143260869565215,976,1000,22,1,3667.0,0,0,0,1,1,11.866122961044312,5.818589925765991,2.6013917922973633,1.3595843315124512,0.055954933166503906,0.031213998794555664
3668,0,0.6143260869565215,976,1000,13,13,3115.733333333333,0,0,0,0,0,11.870171308517456,5.822458505630493,2.6013944149017334,1.3595843315124512,0.055954933166503906,0.03123164176940918
3669,0,0.6143260869565215,976,1000,13,11,3255.6666666666665,0,1,1,0,2,11.880542039871216,5.82671856880188,2.605257749557495,1.3609087467193604,0.05605316162109375,0.03124523162841797
3670,0,0.6143260869565215,976,1000,29,29,3105.2258064516127,0,1,1,0,2,11.888724565505981,5.83043909072876,2.6077921390533447,1.3619811534881592,0.05618596076965332,0.03126406669616699
3671,0,0.6143260869565215,976,1000,19,18,3202.2631578947367,0,0,2,0,2,11.899567604064941,5.835253477096558,2.6117589473724365,1.3629660606384277,0.0563664436340332,0.03127574920654297
3672,0,0.6143260869565215,976,1000,25,25,3125.464285714286,0,0,0,0,0,11.903371810913086,5.838819265365601,2.6117610931396484,1.3629660606384277,0.0563664436340332,0.03130173683166504
3673,0,0.6143260869565215,976,1000,13,13,3316.285714285714,0,0,0,0,0,11.908553838729858,5.843284606933594,2.611764669418335,1.3629660606384277,0.056481361389160156,0.03131437301635742
3674,0,0.6143260869565215,976,1000,9,8,3086.1111111111113,0,0,2,0,2,11.919171333312988,5.847707271575928,2.616051435470581,1.3643035888671875,0.05654454231262207,0.03132987022399902
3675,0,0.6143260869565215,976,1000,13,1,3675.0,0,0,0,1,1,11.925005435943604,5.851965427398682,2.6173579692840576,1.3643035888671875,0.05654454231262207,0.03135228157043457
3676,0,0.6143260869565215,976,1000,19,19,3345.8636363636365,0,0,2,0,2,11.931627035140991,5.855184555053711,2.6194989681243896,1.3650872707366943,0.056610822677612305,0.03136396408081055
3677,0,0.6143260869565215,976,1000,25,24,3266.6923076923076,0,0,0,0,0,11.934442281723022,5.857868909835815,2.6195003986358643,1.3650872707366943,0.056610822677612305,0.0313720703125
3678,0,0.6143260869565215,976,1000,4,4,2946.0,0,0,0,0,0,11.936165571212769,5.8595335483551025,2.619502067565918,1.3650872707366943,0.056610822677612305,0.03139328956604004
3679,0,0.6143260869565215,976,1000,10,10,2760.6,0,0,0,0,0,11.938173294067383,5.861463785171509,2.6195037364959717,1.3650872707366943,0.056610822677612305,0.03139901161193848
3680,0,0.6143260869565215,977,1000,15,1,3680.0,0,0,0,1,0,11.943074703216553,5.864323139190674,2.621337413787842,1.3650872707366943,0.056610822677612305,0.031406402587890625
3681,0,0.6143260869565215,977,1000,25,24,3027.8275862068967,0,1,2,0,2,11.953757524490356,5.867685079574585,2.625471353530884,1.367297887802124,0.05672931671142578,0.031423330307006836
3682,0,0.6143260869565215,976,1000,13,1,3325.0,0,0,1,0,2,11.968129873275757,5.872018098831177,2.6273765563964844,1.3748197555541992,0.056780338287353516,0.03152966499328613
3683,0,0.6143260869565215,977,1000,9,8,3224.8888888888887,0,0,2,0,1,11.973460912704468,5.874227285385132,2.6292614936828613,1.3756616115570068,0.056818246841430664,0.03154134750366211
3684,0,0.6143260869565215,976,1000,18,15,2963.375,0,0,1,0,2,11.977486371994019,5.8761749267578125,2.63057279586792,1.3761334419250488,0.056859493255615234,0.03154873847961426
3685,0,0.6143260869565215,976,1000,20,18,3399.904761904762,0,0,0,0,0,11.979448556900024,5.8780293464660645,2.6305742263793945,1.3761334419250488,0.056859493255615234,0.03155660629272461
3686,0,0.6143260869565215,976,1000,8,8,3139.125,0,1,2,0,2,11.98577070236206,5.879780530929565,2.6332483291625977,1.3771765232086182,0.05694317817687988,0.031562089920043945
3687,0,0.6143260869565215,976,1000,27,24,3022.1111111111113,0,0,0,0,0,11.989554405212402,5.8833136558532715,2.633251190185547,1.3771765232086182,0.05694317817687988,0.03157520294189453
3688,0,0.6143260869565215,976,1000,26,1,3688.0,0,0,0,1,1,11.995490074157715,5.886647462844849,2.63557767868042,1.3771765232086182,0.05694317817687988,0.03158760070800781
3689,0,0.6143260869565215,976,1000,9,8,3193.1111111111113,0,1,2,0,2,12.00595760345459,5.890631198883057,2.6400599479675293,1.37846040725708,0.057034969329833984,0.03160572052001953
3690,0,0.6143260869565215,976,1000,7,7,3104.875,0,0,0,0,0,12.010177850723267,5.894698619842529,2.6400625705718994,1.37846040725708,0.057034969329833984,0.03162789344787598
3691,0,0.6143260869565215,976,1000,10,5,3493.8,0,0,0,0,0,12.014167070388794,5.89856481552124,2.6400656700134277,1.37846040725708,0.057034969329833984,0.03164386749267578
3692,0,0.6143260869565215,976,1000,1,1,3692.0,0,0,0,1,1,12.020513534545898,5.9027557373046875,2.641955614089966,1.37846040725708,0.057034969329833984,0.03165459632873535
3693,0,0.6143260869565215,976,1000,7,4,3378.25,0,0,0,0,0,12.024921655654907,5.907009124755859,2.641958713531494,1.37846040725708,0.057034969329833984,0.031673431396484375
3694,0,0.6143260869565215,976,1000,25,25,3150.72,0,0,0,0,0,12.028881072998047,5.9107184410095215,2.641961097717285,1.37846040725708,0.057034969329833984,0.03169107437133789
3695,0,0.6143260869565215,976,1000,14,8,3321.75,0,0,0,0,0,12.035032749176025,5.916574716567993,2.6419661045074463,1.37846040725708,0.057034969329833984,0.03170514106750488
3696,0,0.6143260869565215,976,1000,26,26,3356.7586206896553,0,0,0,0,0,12.042506694793701,5.923735618591309,2.641969680786133,1.37846040725708,0.057034969329833984,0.031731605529785156
3697,0,0.6143260869565215,976,1000,7,6,3314.714285714286,0,1,2,0,2,12.054202795028687,5.928264617919922,2.646919012069702,1.379962682723999,0.057137250900268555,0.031751394271850586
3698,0,0.6143260869565215,975,1000,19,19,3214.318181818182,0,0,1,0,2,12.064442157745361,5.933592319488525,2.649536609649658,1.3812990188598633,0.057272911071777344,0.031775712966918945
3699,0,0.6143260869565215,976,1000,22,20,3409.8636363636365,0,0,2,0,1,12.070526599884033,5.936993360519409,2.65114688873291,1.3819961547851562,0.05732607841491699,0.0317997932434082
3700,0,0.6143260869565215,976,1000,30,28,3292.233333333333,0,0,0,0,0,12.073198795318604,5.939349889755249,2.6511499881744385,1.3819961547851562,0.05732607841491699,0.03180742263793945
3701,0,0.6143260869565215,976,1000,38,4,3439.0,0,0,2,0,2,12.08223032951355,5.945521831512451,2.6528480052948,1.382659673690796,0.05736994743347168,0.03182554244995117
3702,0,0.6143260869565215,976,1000,21,2,3316.0,0,0,2,0,2,12.08590841293335,5.947266101837158,2.6540961265563965,1.38313889503479,0.05738949775695801,0.031833648681640625
3703,0,0.6143260869565215,976,1000,15,14,3288.4666666666667,0,1,2,0,2,12.089046001434326,5.948862791061401,2.655001640319824,1.3835084438323975,0.05742168426513672,0.03184151649475098
3704,0,0.6143260869565215,976,1000,8,7,3222.875,0,0,0,0,0,12.090259790420532,5.95003342628479,2.6550021171569824,1.3835084438323975,0.05742168426513672,0.031846046447753906
3705,0,0.6143260869565215,976,1000,3,1,3705.0,0,0,0,1,1,12.09143877029419,5.950739860534668,2.655430316925049,1.3835084438323975,0.05742168426513672,0.03184914588928223
3706,0,0.6143260869565215,975,1000,21,21,2898.923076923077,1,0,2,0,2,12.094606637954712,5.952391147613525,2.6563756465911865,1.383707046508789,0.0575103759765625,0.03186321258544922
3707,0,0.6143260869565215,976,1000,8,8,3392.777777777778,0,1,2,0,1,12.097284317016602,5.953291654586792,2.6575541496276855,1.3841078281402588,0.05752897262573242,0.03186798095703125
3708,0,0.6143260869565215,976,1000,3,1,3708.0,0,0,0,1,1,12.099239110946655,5.954441785812378,2.6582753658294678,1.3841078281402588,0.05752897262573242,0.03187417984008789
3709,0,0.6143260869565215,976,1000,9,1,3709.0,0,0,0,1,1,12.101637601852417,5.955992698669434,2.659032106399536,1.3841078281402588,0.05752897262573242,0.03187990188598633
3710,0,0.6143260869565215,976,1000,7,6,3041.6666666666665,0,0,2,0,2,12.106288194656372,5.957728624343872,2.6609747409820557,1.3848190307617188,0.05756521224975586,0.03188490867614746
3711,0,0.6143260869565215,976,1000,21,16,3286.705882352941,0,0,2,0,2,12.11594271659851,5.961332321166992,2.665139675140381,1.3861405849456787,0.05763101577758789,0.031897783279418945
3712,0,0.6143260869565215,976,1000,5,5,3303.6666666666665,0,0,2,0,2,12.122207164764404,5.964153528213501,2.667254686355591,1.3871190547943115,0.05768251419067383,0.031916141510009766
3713,0,0.6143260869565215,976,1000,22,21,3327.6666666666665,0,0,0,0,0,12.124648332595825,5.966485500335693,2.6672558784484863,1.3871190547943115,0.05768251419067383,0.03192496299743652
3714,0,0.6143260869565215,976,1000,9,6,3138.0,0,1,2,0,2,12.128461599349976,5.9680094718933105,2.6686675548553467,1.3877153396606445,0.0577239990234375,0.03193068504333496
3715,0,0.6143260869565215,976,1000,7,1,3715.0,0,0,0,1,1,12.131080389022827,5.969893455505371,2.6693155765533447,1.3877153396606445,0.0577239990234375,0.031937599182128906
3716,0,0.6143260869565215,976,1000,23,20,3209.2380952380954,0,1,1,0,2,12.135268926620483,5.9714884757995605,2.6711788177490234,1.3881373405456543,0.05777478218078613,0.031942129135131836
3717,0,0.6143260869565215,976,1000,16,15,3439.1875,0,0,0,0,0,12.136802673339844,5.972946643829346,2.67117977142334,1.3881373405456543,0.05777478218078613,0.03194904327392578
3718,0,0.6143260869565215,976,1000,22,22,3248.7272727272725,0,0,2,0,2,12.14104962348938,5.974501609802246,2.6729209423065186,1.3887836933135986,0.05782890319824219,0.03195357322692871
3719,0,0.6143260869565215,977,1000,1,1,3719.0,0,0,0,1,0,12.145357608795166,5.977252244949341,2.67431640625,1.3887836933135986,0.05782890319824219,0.031966447830200195
3720,0,0.6143260869565215,978,1000,39,37,3066.8636363636365,0,1,2,0,1,12.154477596282959,5.981889009475708,2.6774065494537354,1.3895061016082764,0.05794382095336914,0.03197765350341797
3721,0,0.6143260869565215,978,1000,3,2,3187.0,0,0,0,0,0,12.158490896224976,5.985719442367554,2.6774089336395264,1.3895061016082764,0.05794382095336914,0.03199172019958496
3722,0,0.6143260869565215,978,1000,14,13,3364.1428571428573,0,0,2,0,2,12.16658616065979,5.9887120723724365,2.6805484294891357,1.3909265995025635,0.05804586410522461,0.032006025314331055
3723,0,0.6143260869565215,979,1000,15,15,3123.0588235294117,0,1,2,0,1,12.17480731010437,5.9918577671051025,2.6840686798095703,1.39194917678833,0.05811738967895508,0.032021284103393555
3724,0,0.6143260869565215,979,1000,24,23,3094.1923076923076,0,0,0,0,0,12.178060054779053,5.994948148727417,2.684070587158203,1.39194917678833,0.05811738967895508,0.03203558921813965
3725,0,0.6143260869565215,979,1000,9,1,3562.0,0,0,0,0,0,12.180651664733887,5.997482061386108,2.6840715408325195,1.39194917678833,0.05811738967895508,0.03204488754272461
3726,0,0.6143260869565215,979,1000,32,32,3371.0882352941176,0,0,2,0,2,12.185874700546265,5.999460220336914,2.685711145401001,1.3928601741790771,0.05821681022644043,0.03205084800720215
3727,0,0.6143260869565215,979,1000,8,8,3473.75,0,0,0,0,0,12.187511444091797,6.001051664352417,2.6857118606567383,1.3928601741790771,0.05821681022644043,0.03205728530883789
3728,0,0.6143260869565215,979,1000,16,16,3342.3888888888887,0,0,0,0,0,12.188839197158813,6.002326488494873,2.6857123374938965,1.3928601741790771,0.05821681022644043,0.03206181526184082
3729,0,0.6143260869565215,979,1000,23,21,3343.181818181818,0,0,0,0,0,12.190378665924072,6.003794431686401,2.6857128143310547,1.3928601741790771,0.05821681022644043,0.032065391540527344
3730,0,0.6143260869565215,979,1000,19,15,3326.375,0,0,0,0,0,12.19167685508728,6.005033731460571,2.685713529586792,1.3928601741790771,0.05821681022644043,0.032070159912109375
3731,0,0.6143260869565215,979,1000,24,23,3394.4166666666665,0,0,0,0,0,12.192766189575195,6.00606369972229,2.685713768005371,1.3928601741790771,0.05821681022644043,0.0320734977722168
3732,0,0.6143260869565215,979,1000,27,26,3147.2258064516127,0,0,0,0,0,12.193772792816162,6.007006406784058,2.6857142448425293,1.3928601741790771,0.05821681022644043,0.032076358795166016
3733,0,0.6143260869565215,979,1000,4,4,3620.5,0,0,0,0,0,12.194444179534912,6.007662296295166,2.6857144832611084,1.3928601741790771,0.05821681022644043,0.03207850456237793
3734,0,0.6143260869565215,979,1000,2,2,3069.0,0,0,0,0,0,12.195164442062378,6.00836443901062,2.6857149600982666,1.3928601741790771,0.05821681022644043,0.032085418701171875
3735,0,0.6143260869565215,979,1000,6,1,3735.0,0,0,0,1,1,12.197423934936523,6.009228706359863,2.6870229244232178,1.3928601741790771,0.05821681022644043,0.03208732604980469
3736,0,0.6143260869565215,980,1000,34,30,3347.483870967742,0,1,2,0,1,12.200287103652954,6.0105366706848145,2.688002109527588,1.3931875228881836,0.05825066566467285,0.0321049690246582
3737,0,0.6143260869565215,980,1000,16,16,2990.285714285714,0,0,0,0,0,12.201530933380127,6.011722803115845,2.688002824783325,1.3931875228881836,0.05825066566467285,0.032109737396240234
3738,0,0.6143260869565215,980,1000,40,37,3388.95,0,0,0,0,0,12.203167200088501,6.013237714767456,2.6880035400390625,1.3931875228881836,0.05825066566467285,0.032114267349243164
3739,0,0.6143260869565215,980,1000,13,11,3407.5454545454545,0,0,0,0,0,12.204506635665894,6.0145251750946045,2.688004493713379,1.3931875228881836,0.05825066566467285,0.03211832046508789
3740,0,0.6143260869565215,980,1000,17,16,3382.0,0,0,0,0,0,12.205852031707764,6.015788793563843,2.6880054473876953,1.3931875228881836,0.05825066566467285,0.03212261199951172
3741,0,0.6143260869565215,981,1000,17,1,3741.0,0,0,0,1,0,12.208572387695312,6.017435789108276,2.688955545425415,1.3931875228881836,0.05825066566467285,0.03212690353393555
3742,0,0.6143260869565215,981,1000,1,1,2349.0,0,0,0,0,0,12.210557460784912,6.01938271522522,2.6889572143554688,1.3931875228881836,0.05825066566467285,0.03213381767272949
3743,0,0.6143260869565215,981,1000,12,11,3383.818181818182,0,0,0,0,0,12.21251130104065,6.021253824234009,2.6889586448669434,1.3931875228881836,0.05825066566467285,0.03214073181152344
3744,0,0.6143260869565215,981,1000,7,6,3497.6666666666665,0,1,2,0,2,12.21938705444336,6.023274183273315,2.6925015449523926,1.3940412998199463,0.05829620361328125,0.03214669227600098
3745,0,0.6143260869565215,981,1000,6,6,2803.1428571428573,0,0,0,0,0,12.222325563430786,6.026087760925293,2.692504644393921,1.3940412998199463,0.05829620361328125,0.03216242790222168
3746,0,0.6143260869565215,981,1000,4,1,2349.0,0,0,0,0,0,12.225489616394043,6.029145956039429,2.6925089359283447,1.3940412998199463,0.05829620361328125,0.03217792510986328
3747,0,0.6143260869565215,981,1000,3,3,3035.6666666666665,0,0,0,0,0,12.228907823562622,6.032476902008057,2.6925108432769775,1.3940412998199463,0.05829620361328125,0.032189130783081055
3748,0,0.6143260869565215,981,1000,31,31,3298.5882352941176,0,1,2,0,2,12.239787817001343,6.0366363525390625,2.6965339183807373,1.395380973815918,0.058461666107177734,0.032201290130615234
3749,0,0.6143260869565215,981,1000,3,1,3749.0,0,0,0,1,1,12.245176553726196,6.039865493774414,2.6984546184539795,1.395380973815918,0.058461666107177734,0.032219886779785156
3750,0,0.6143260869565215,981,1000,30,30,3061.5135135135133,0,1,2,0,2,12.25434160232544,6.043811559677124,2.701810359954834,1.3964569568634033,0.0585780143737793,0.03224611282348633
3751,0,0.6143260869565215,982,1000,28,1,3636.0,0,0,2,0,1,12.27684497833252,6.047590017318726,2.706632614135742,1.4096488952636719,0.05863523483276367,0.03226065635681152
3752,0,0.6143260869565215,982,1000,17,1,3752.0,0,0,0,1,1,12.28534722328186,6.053632736206055,2.7087268829345703,1.4096488952636719,0.05863523483276367,0.0322880744934082
3753,0,0.6143260869565215,982,1000,34,33,3113.871794871795,0,1,2,0,2,12.297398567199707,6.0587475299835205,2.7128891944885254,1.4113144874572754,0.05877542495727539,0.032308340072631836
3754,0,0.6143260869565215,982,1000,25,24,3373.72,0,0,0,0,0,12.303380727767944,6.06440544128418,2.7128920555114746,1.4113144874572754,0.05877542495727539,0.03232979774475098
3755,0,0.6143260869565215,982,1000,1,1,3755.0,0,0,0,1,1,12.309201717376709,6.068036794662476,2.7148654460906982,1.4113144874572754,0.05877542495727539,0.03234577178955078
3756,0,0.6143260869565215,982,1000,14,13,3514.285714285714,0,0,0,0,0,12.314023971557617,6.072525501251221,2.7148680686950684,1.4113144874572754,0.05877542495727539,0.032364606857299805
3757,0,0.6143260869565215,982,1000,5,5,2935.6,0,1,2,0,2,12.32547402381897,6.077005386352539,2.719884157180786,1.4126019477844238,0.05885148048400879,0.032381534576416016
3758,0,0.6143260869565215,982,1000,24,21,3379.5833333333335,0,0,1,0,1,12.335381507873535,6.081412076950073,2.723543882369995,1.4136862754821777,0.05894875526428223,0.03239774703979492
3759,0,0.6143260869565215,981,1000,13,1,3701.0,0,0,1,0,2,12.346718549728394,6.0867600440979,2.7269628047943115,1.4157044887542725,0.05901217460632324,0.03243231773376465
3760,0,0.6143260869565215,981,1000,24,21,3138.1363636363635,0,0,0,0,0,12.350208759307861,6.090062379837036,2.7269649505615234,1.4157044887542725,0.05901217460632324,0.03245115280151367
3761,0,0.6143260869565215,981,1000,16,16,3344.764705882353,0,1,2,0,2,12.367801666259766,6.095515012741089,2.7306935787200928,1.4223127365112305,0.059400081634521484,0.03246259689331055
3762,0,0.6143260869565215,981,1000,32,30,3059.4857142857145,0,0,0,0,0,12.37388801574707,6.101039886474609,2.7306981086730957,1.4223127365112305,0.059400081634521484,0.032514333724975586
3763,0,0.6143260869565215,981,1000,14,10,3261.9,0,1,1,0,2,12.384215831756592,6.105574369430542,2.7344846725463867,1.423471212387085,0.059510231018066406,0.03253650665283203
3764,0,0.6143260869565215,981,1000,21,20,3407.75,0,0,0,0,0,12.388649940490723,6.109806537628174,2.7344868183135986,1.423471212387085,0.059510231018066406,0.032560110092163086
3765,0,0.6143260869565215,981,1000,10,10,3415.6,0,1,0,0,2,12.398205995559692,6.113727569580078,2.737574577331543,1.4247934818267822,0.059647560119628906,0.032570838928222656
3766,0,0.6143260869565215,981,1000,32,31,3011.6944444444443,0,0,1,0,1,12.407840013504028,6.117589950561523,2.7416892051696777,1.4257533550262451,0.05976080894470215,0.0325927734375
3767,0,0.6143260869565215,981,1000,20,18,3418.25,0,0,0,0,0,12.41366982460022,6.123140096664429,2.7416932582855225,1.4257533550262451,0.05976080894470215,0.03261446952819824
3768,0,0.6143260869565215,981,1000,14,13,3032.823529411765,0,0,0,0,0,12.417985200881958,6.127259969711304,2.7416958808898926,1.4257533550262451,0.05976080894470215,0.0326387882232666
3769,0,0.6143260869565215,981,1000,5,5,3472.8,0,0,0,0,0,12.42323637008667,6.132357120513916,2.741699695587158,1.4257533550262451,0.05976080894470215,0.03265380859375
3770,0,0.6143260869565215,981,1000,14,1,3770.0,0,0,0,1,1,12.430451154708862,6.13640284538269,2.7444303035736084,1.4257533550262451,0.05976080894470215,0.032678842544555664
3771,0,0.6143260869565215,981,1000,7,1,3771.0,0,0,0,1,1,12.439136028289795,6.14238715171814,2.7467291355133057,1.4257533550262451,0.05976080894470215,0.03270363807678223
3772,0,0.6143260869565215,981,1000,11,1,3772.0,0,0,0,1,1,12.445637941360474,6.146739482879639,2.748614549636841,1.4257533550262451,0.05976080894470215,0.03272891044616699
3773,0,0.6143260869565215,980,1000,7,3,3669.0,0,0,1,0,2,12.455299854278564,6.150508165359497,2.7529258728027344,1.426870346069336,0.05983161926269531,0.032743215560913086
3774,0,0.6143260869565215,980,1000,4,1,3774.0,0,0,0,1,1,12.458974123001099,6.152985334396362,2.7539749145507812,1.426870346069336,0.05983161926269531,0.03275799751281738
3775,0,0.6143260869565215,981,1000,36,34,3225.25,0,1,2,0,1,12.463649988174438,6.155261039733887,2.7553937435150146,1.427433729171753,0.05990004539489746,0.032767295837402344
3776,0,0.6143260869565215,981,1000,26,25,3300.8518518518517,0,1,1,0,2,12.467180728912354,6.156918287277222,2.7564687728881836,1.4279146194458008,0.05993485450744629,0.03277325630187988
3777,0,0.6143260869565215,981,1000,10,8,3228.777777777778,0,0,0,0,0,12.468355894088745,6.158047914505005,2.756469488143921,1.4279146194458008,0.05993485450744629,0.032778263092041016
3778,0,0.6143260869565215,981,1000,18,2,3255.0,0,0,2,0,2,12.47091794013977,6.1592278480529785,2.757340908050537,1.4282631874084473,0.059952735900878906,0.03278183937072754
3779,0,0.6143260869565215,981,1000,13,6,3321.1666666666665,0,0,0,0,0,12.472244024276733,6.160456895828247,2.757342576980591,1.4282631874084473,0.059952735900878906,0.03278517723083496
3780,0,0.6143260869565215,981,1000,19,19,3227.15,0,0,2,0,2,12.475760698318481,6.1615118980407715,2.7583909034729004,1.4294776916503906,0.05998659133911133,0.03279733657836914
3781,0,0.6143260869565215,981,1000,8,8,3334.0,0,0,0,0,0,12.477113723754883,6.162820339202881,2.7583916187286377,1.4294776916503906,0.05998659133911133,0.0328068733215332
3782,0,0.6143260869565215,979,1000,20,20,3038.88,1,0,1,0,2,12.479004144668579,6.163655996322632,2.759172201156616,1.429595947265625,0.060018062591552734,0.03281092643737793
3783,0,0.6143260869565215,979,1000,8,8,3273.8888888888887,0,1,1,0,2,12.48121452331543,6.164529800415039,2.7600021362304688,1.4299025535583496,0.06003379821777344,0.03281450271606445
3784,0,0.6143260869565215,979,1000,8,1,3784.0,0,0,0,1,1,12.482438802719116,6.165312051773071,2.7603919506073,1.4299025535583496,0.06003379821777344,0.03281831741333008
3785,0,0.6143260869565215,980,1000,28,26,3396.185185185185,0,0,2,0,1,12.484575271606445,6.16625452041626,2.761108160018921,1.430227518081665,0.06005692481994629,0.0328214168548584
3786,0,0.6143260869565215,980,1000,18,18,3426.35,0,0,0,0,0,12.485466003417969,6.16710638999939,2.761108875274658,1.430227518081665,0.06005692481994629,0.03282475471496582
3787,0,0.6143260869565215,980,1000,20,1,3787.0,0,0,0,1,1,12.486748218536377,6.1679606437683105,2.761472463607788,1.430227518081665,0.06005692481994629,0.032827138900756836
3788,0,0.6143260869565215,980,1000,14,8,3506.625,0,1,1,0,2,12.48882794380188,6.168795824050903,2.762256383895874,1.4305312633514404,0.06007099151611328,0.03282976150512695
3789,0,0.6143260869565215,980,1000,2,2,3196.0,0,0,0,0,0,12.489814281463623,6.1697587966918945,2.762256622314453,1.4305312633514404,0.06007099151611328,0.03283357620239258
3790,0,0.6143260869565215,980,1000,15,14,3424.1875,0,0,0,0,0,12.490812540054321,6.17072057723999,2.7622568607330322,1.4305312633514404,0.06007099151611328,0.0328369140625
3791,0,0.6143260869565215,980,1000,24,23,3478.5416666666665,0,0,0,0,0,12.491796493530273,6.171645402908325,2.7622575759887695,1.4305312633514404,0.06007099151611328,0.03284740447998047
3792,0,0.6143260869565215,980,1000,5,1,3792.0,0,0,0,1,1,12.492992162704468,6.1723222732543945,2.7627267837524414,1.4305312633514404,0.06007099151611328,0.032850027084350586
3793,0,0.6143260869565215,980,1000,14,12,3214.8,0,0,0,0,0,12.493763208389282,6.173047065734863,2.7627274990081787,1.4305312633514404,0.06007099151611328,0.0328526496887207
3794,0,0.6143260869565215,981,1000,14,1,3573.0,0,0,2,0,1,12.498581886291504,6.173774003982544,2.7635655403137207,1.4336309432983398,0.060086727142333984,0.03285503387451172
3795,0,0.6143260869565215,981,1000,14,14,2891.7368421052633,0,0,0,0,0,12.49938178062439,6.174538612365723,2.763566017150879,1.4336309432983398,0.060086727142333984,0.03285813331604004
3796,0,0.6143260869565215,981,1000,9,8,3353.25,0,0,0,0,0,12.500246286392212,6.175380229949951,2.763566493988037,1.4336309432983398,0.060086727142333984,0.03286004066467285
3797,0,0.6143260869565215,981,1000,3,3,3684.3333333333335,0,0,0,0,0,12.501162052154541,6.176276683807373,2.763566732406616,1.4336309432983398,0.060086727142333984,0.032862186431884766
3798,0,0.6143260869565215,981,1000,21,2,3510.5,0,0,2,0,2,12.504911661148071,6.1773200035095215,2.7644717693328857,1.4352846145629883,0.0601038932800293,0.03286600112915039
3799,0,0.6143260869565215,982,1000,5,3,3294.3333333333335,0,1,2,0,1,12.507248640060425,6.178352355957031,2.7652745246887207,1.4355838298797607,0.060124874114990234,0.03287172317504883
3800,0,0.6143260869565215,982,1000,6,5,3149.2,0,0,2,0,2,12.509212970733643,6.179086923599243,2.76609206199646,1.4358892440795898,0.06013822555541992,0.03287529945373535
3801,0,0.6143260869565215,983,1000,33,31,3038.8947368421054,0,1,2,0,1,12.51178789138794,6.180102348327637,2.767082691192627,1.4362175464630127,0.060175180435180664,0.03287935256958008
3802,0,0.6143260869565215,983,1000,18,17,3399.176470588235,0,1,2,0,2,12.514153480529785,6.18120002746582,2.767848253250122,1.4365370273590088,0.060196638107299805,0.032883405685424805
3803,0,0.6143260869565215,983,1000,33,30,3132.324324324324,0,0,0,0,0,12.515170812606812,6.182138442993164,2.7678487300872803,1.4365370273590088,0.060196638107299805,0.03288722038269043
3804,0,0.6143260869565215,984,1000,30,27,3331.5862068965516,0,1,1,0,1,12.51884412765503,6.1839516162872314,2.7689969539642334,1.436927080154419,0.06023406982421875,0.03289031982421875
3805,0,0.6143260869565215,984,1000,3,1,3805.0,0,0,0,1,1,12.520951509475708,6.185260534286499,2.769712209701538,1.436927080154419,0.06023406982421875,0.032895803451538086
3806,0,0.6143260869565215,984,1000,15,9,2985.5,0,0,0,0,0,12.522497415542603,6.186740159988403,2.7697131633758545,1.436927080154419,0.06023406982421875,0.03290104866027832
3807,0,0.6143260869565215,985,1000,19,18,3148.0,0,1,1,0,1,12.526655673980713,6.1882524490356445,2.771531343460083,1.4374542236328125,0.06027984619140625,0.03290677070617676
3808,0,0.6143260869565215,985,1000,21,1,3808.0,0,0,0,1,1,12.531594514846802,6.190320253372192,2.7742269039154053,1.4374542236328125,0.06027984619140625,0.03291511535644531
3809,0,0.6143260869565215,985,1000,6,6,3609.714285714286,0,0,0,0,0,12.535512208938599,6.194120168685913,2.7742297649383545,1.4374542236328125,0.06027984619140625,0.03293299674987793
3810,0,0.6143260869565215,985,1000,19,19,3462.45,0,1,2,0,2,12.546138286590576,6.197864532470703,2.779484748840332,1.4384753704071045,0.06036853790283203,0.03294730186462402
3811,0,0.6143260869565215,985,1000,12,12,3473.076923076923,0,1,2,0,2,12.554835796356201,6.2010462284088135,2.783055543899536,1.4396190643310547,0.06042814254760742,0.03296303749084473
3812,0,0.6143260869565215,985,1000,9,1,3794.0,0,0,0,0,0,12.55979323387146,6.205853700637817,2.7830581665039062,1.4396190643310547,0.06042814254760742,0.03297734260559082
3813,0,0.6143260869565215,984,1000,7,7,3624.0,0,0,1,0,2,12.569296598434448,6.209645986557007,2.7863478660583496,1.4415435791015625,0.060495615005493164,0.03299212455749512
3814,0,0.6143260869565215,984,1000,7,5,2987.0,0,0,0,0,0,12.572995662689209,6.213201522827148,2.7863497734069824,1.4415435791015625,0.060495615005493164,0.03301048278808594
3815,0,0.6143260869565215,984,1000,23,20,3515.818181818182,0,0,0,0,0,12.577456712722778,6.217419862747192,2.7863521575927734,1.4415435791015625,0.060495615005493164,0.033025503158569336
3816,0,0.6143260869565215,984,1000,29,26,3276.6206896551726,0,0,0,0,0,12.581888675689697,6.221576452255249,2.7863547801971436,1.4415435791015625,0.060495615005493164,0.03303861618041992
